Link Id	Count Station Id	Hour	MATSIM volumes	Count volumes	Relative Error	Normalized Relative Error	GEH
1041510116_0	LC2A	14	102.7	34	2.021	0.669	8.31
1041510116_0	LC2A	15	97.3	32	2.041	0.671	8.121
1041510116_0	LC2A	16	0	23	-1	1	6.782
1041510116_0	LC2A	17	60	70	-0.143	0.143	1.24
1041510116_0_r	LC2B	7	230	59	2.898	0.743	14.225
1041510116_0_r	LC2B	8	60	37	0.622	0.383	3.303
1041510116_0_r	LC2B	9	0	32	-1	1	8
1041510116_0_r	LC2B	10	0	31	-1	1	7.874
1041510116_0_r	LC2B	11	0	44	-1	1	9.381
1041510116_0_r	LC2B	12	60	44	0.364	0.267	2.219
1041510116_0_r	LC2B	13	0	15	-1	1	5.477
1041510116_0_r	LC2B	14	0	20	-1	1	6.325
1041510116_0_r	LC2B	15	0	25	-1	1	7.071
1041510116_0_r	LC2B	16	80	20	3	0.75	8.485
1041510116_0_r	LC2B	17	0	48	-1	1	9.798
109598310_0	34B	7	952.2	1295	-0.265	0.265	10.227
109598310_0	34B	8	3487.3	920	2.791	0.736	54.69
109598310_0	34B	9	1321.4	950	0.391	0.281	11.021
109598310_0	34B	16	440	813	-0.459	0.459	14.902
109598310_0	34B	17	463.4	1282	-0.639	0.639	27.71
109598310_0	34B	18	1159.8	761	0.524	0.344	12.869
120044580_2	26B	7	2448.9	1878	0.304	0.233	12.274
120044580_2	26B	8	3173.4	1528	1.077	0.518	33.937
120044580_2	26B	9	2525.7	1330	0.899	0.473	27.232
120044580_2	26B	16	0	945	-1	1	43.474
120044580_2	26B	17	100	1084	-0.908	0.908	40.442
120044580_2	26B	18	154.2	1561	-0.901	0.901	48.039
120044580_2_r	26A	7	120	843	-0.858	0.858	32.949
120044580_2_r	26A	8	378.4	900	-0.58	0.58	20.631
120044580_2_r	26A	9	325.7	921	-0.646	0.646	23.843
120044580_2_r	26A	16	239.3	1255	-0.809	0.809	37.159
120044580_2_r	26A	17	282.4	1756	-0.839	0.839	46.158
120044580_2_r	26A	18	1504.9	1656	-0.091	0.091	3.801
120243725_0	123A	7	0	289	-1	1	24.042
120243725_0	123A	8	149.1	475	-0.686	0.686	18.449
120243725_0	123A	9	150.7	377	-0.6	0.6	13.932
120243725_0	123A	16	90	663	-0.864	0.864	29.531
120243725_0	123A	17	193.5	546	-0.646	0.646	18.332
120243725_0	123A	18	4.8	627	-0.992	0.992	35.007
120243725_0_r	123B	7	434.8	1054	-0.587	0.587	22.695
120243725_0_r	123B	8	263	989	-0.734	0.734	29.017
120243725_0_r	123B	9	366.9	830	-0.558	0.558	18.93
120243725_0_r	123B	16	10	660	-0.985	0.985	35.513
120243725_0_r	123B	17	0	777	-1	1	39.421
120243725_0_r	123B	18	0	802	-1	1	40.05
121677887_0	8A	7	1530.1	4925	-0.689	0.689	59.757
121677887_0	8A	8	5705.9	3848	0.483	0.326	26.881
121677887_0	8A	9	4735.3	3759	0.26	0.206	14.981
121677887_0	8A	16	875.6	3510	-0.751	0.751	56.258
121677887_0	8A	17	1727.5	5002	-0.655	0.655	56.451
121677887_0	8A	18	3222.6	5627	-0.427	0.427	36.146
121677894_0	8B	7	1839.5	3217	-0.428	0.428	27.396
121677894_0	8B	8	4474.5	3105	0.441	0.306	22.246
121677894_0	8B	9	2586.5	2589	-0.001	0.001	0.049
121677894_0	8B	16	2144.4	3059	-0.299	0.299	17.931
121677894_0	8B	17	2052.3	4373	-0.531	0.531	40.944
121677894_0	8B	18	4433.4	3876	0.144	0.126	8.648
126161931_0	11A	7	260	195	0.333	0.25	4.309
126161931_0	11A	8	596.3	317	0.881	0.468	13.07
126161931_0	11A	9	426.7	334	0.278	0.217	4.753
126161931_0	11A	16	180.4	509	-0.646	0.646	17.699
126161931_0	11A	17	303	640	-0.527	0.527	15.52
126161931_0	11A	18	220.6	660	-0.666	0.666	20.94
126161931_0_r	11B	7	437.6	640	-0.316	0.316	8.72
126161931_0_r	11B	8	643.7	600	0.073	0.068	1.752
126161931_0_r	11B	9	535.2	579	-0.076	0.076	1.856
126161931_0_r	11B	16	250	452	-0.447	0.447	10.782
126161931_0_r	11B	17	386.3	442	-0.126	0.126	2.737
126161931_0_r	11B	18	454.8	477	-0.047	0.047	1.029
141770194_0	42B	7	90	582	-0.845	0.845	26.841
141770194_0	42B	8	360.2	552	-0.347	0.347	8.981
141770194_0	42B	9	180.8	400	-0.548	0.548	12.863
141770194_0	42B	16	0	1006	-1	1	44.855
141770194_0	42B	17	130	1145	-0.886	0.886	40.2
141770194_0	42B	18	454.2	1162	-0.609	0.609	24.899
158803813_0	49B	6	1261.2	2078	-0.393	0.393	19.99
158803813_0	49B	7	3115.1	3279	-0.05	0.05	2.899
158803813_0	49B	8	3561.1	2656	0.341	0.254	16.234
158803813_0	49B	9	2429.1	2239	0.085	0.078	3.935
158803813_0	49B	10	1826.1	2384	-0.234	0.234	12.16
158803813_0	49B	11	381	2544	-0.85	0.85	56.56
158803813_0	49B	12	521.1	2587	-0.799	0.799	52.405
158803813_0	49B	13	450	3066	-0.853	0.853	62.392
158803813_0	49B	14	734.2	2868	-0.744	0.744	50.279
158803813_0	49B	15	1180	4224	-0.721	0.721	58.56
158803813_0	49B	16	191.5	3886	-0.951	0.951	81.823
158803813_0	49B	17	548.3	4072	-0.865	0.865	73.313
158803813_0	49B	18	876.3	2836	-0.691	0.691	45.487
158803813_0	49B	19	1588.8	2278	-0.303	0.303	15.674
158803813_0	49B	20	380.8	1765	-0.784	0.784	42.259
158803813_0	49B	21	540.7	1499	-0.639	0.639	30.008
159453123_0	9B	7	1409.3	2590	-0.456	0.456	26.404
159453123_0	9B	8	2429.4	2170	0.12	0.107	5.409
159453123_0	9B	9	1091.3	1754	-0.378	0.378	17.57
159453123_0	9B	10	877.6	1402	-0.374	0.374	15.533
159453123_0	9B	11	1030.6	1545	-0.333	0.333	14.334
159453123_0	9B	12	332	1551	-0.786	0.786	39.728
159453123_0	9B	13	846.7	1707	-0.504	0.504	24.076
159453123_0	9B	14	1480	1609	-0.08	0.08	3.282
159453123_0	9B	15	741.5	1382	-0.463	0.463	19.657
159453123_0	9B	16	967.3	1443	-0.33	0.33	13.703
159453123_0	9B	17	946.3	1606	-0.411	0.411	18.467
159453123_0	9B	18	1558.4	1280	0.218	0.179	7.39
159453123_0	9B	19	1841.1	1139	0.616	0.381	18.189
159453123_0	9B	20	1141.7	1132	0.009	0.008	0.288
159453123_0	9B	21	795	847	-0.061	0.061	1.815
160295212_1	52A	7	110	480	-0.771	0.771	21.542
160295212_1	52A	8	564	455	0.24	0.193	4.829
160295212_1	52A	9	305.8	472	-0.352	0.352	8.428
160295212_1	52A	16	550.2	749	-0.265	0.265	7.8
160295212_1	52A	17	391.7	873	-0.551	0.551	19.14
160295212_1	52A	18	886.5	927	-0.044	0.044	1.345
160295212_1_r	52B	7	927.2	1215	-0.237	0.237	8.794
160295212_1_r	52B	8	1143	1118	0.022	0.022	0.744
160295212_1_r	52B	9	1192.7	1086	0.098	0.089	3.161
160295212_1_r	52B	16	520.5	906	-0.425	0.425	14.435
160295212_1_r	52B	17	421.2	965	-0.564	0.564	20.656
160295212_1_r	52B	18	494.3	1097	-0.549	0.549	21.367
166341477_0	105B	7	353.6	610	-0.42	0.42	11.681
166341477_0	105B	8	907.5	560	0.621	0.383	12.829
166341477_0	105B	9	782.8	592	0.322	0.244	7.277
166341477_0	105B	16	564.3	980	-0.424	0.424	14.96
166341477_0	105B	17	484.4	1321	-0.633	0.633	27.845
166341477_0	105B	18	1021.7	1297	-0.212	0.212	8.085
166341480_0	105A	7	1293.6	1141	0.134	0.118	4.374
166341480_0	105A	8	1786.3	1056	0.692	0.409	19.372
166341480_0	105A	9	993	793	0.252	0.201	6.693
166341480_0	105A	16	393.8	700	-0.437	0.437	13.093
166341480_0	105A	17	866.2	750	0.155	0.134	4.088
166341480_0	105A	18	1224.6	745	0.644	0.392	15.283
166974547_0	50B	7	967.8	1038	-0.068	0.068	2.217
166974547_0	50B	8	1004.6	1128	-0.109	0.109	3.779
166974547_0	50B	9	399.9	1031	-0.612	0.612	23.594
166974547_0	50B	16	618.1	1059	-0.416	0.416	15.226
166974547_0	50B	17	518.9	1177	-0.559	0.559	22.6
166974547_0	50B	18	1163.8	1195	-0.026	0.026	0.908
166974547_0_r	50A	7	229.5	446	-0.485	0.485	11.78
166974547_0_r	50A	8	868	420	1.067	0.516	17.654
166974547_0_r	50A	9	1165.6	584	0.996	0.499	19.664
166974547_0_r	50A	16	184.7	696	-0.735	0.735	24.366
166974547_0_r	50A	17	217.8	881	-0.753	0.753	28.294
166974547_0_r	50A	18	125.7	836	-0.85	0.85	32.392
167874801_0	129A	7	786	960	-0.181	0.181	5.889
167874801_0	129A	8	842.7	812	0.038	0.036	1.067
167874801_0	129A	9	784.1	733	0.07	0.065	1.855
167874801_0	129A	16	699.6	839	-0.166	0.166	5.026
167874801_0	129A	17	813.4	1164	-0.301	0.301	11.15
167874801_0	129A	18	719.6	1325	-0.457	0.457	18.934
167932461_0	35B	7	1403.9	682	1.059	0.514	22.353
167932461_0	35B	8	1345.9	472	1.851	0.649	28.986
167932461_0	35B	9	776.7	423	0.836	0.455	14.442
167932461_0	35B	16	868	296	1.932	0.659	23.71
167932461_0	35B	17	806.2	456	0.768	0.434	13.94
167932461_0	35B	18	1622.4	483	2.359	0.702	35.118
167934489_6	55A	7	705.7	1555	-0.546	0.546	25.261
167934489_6	55A	8	1168	1272	-0.082	0.082	2.978
167934489_6	55A	9	1606.7	1315	0.222	0.182	7.632
167934489_6	55A	16	450.3	1459	-0.691	0.691	32.647
167934489_6	55A	17	461.1	1853	-0.751	0.751	40.92
167934489_6	55A	18	232.4	1950	-0.881	0.881	51.996
168024956_3	18B	7	444.3	651	-0.318	0.318	8.833
168024956_3	18B	8	223	497	-0.551	0.551	14.441
168024956_3	18B	9	47.9	373	-0.872	0.872	22.41
168024956_3	18B	17	149.9	727	-0.794	0.794	27.561
168024956_3	18B	18	238.6	776	-0.693	0.693	23.86
168024956_3	18B	19	128.5	486	-0.736	0.736	20.395
168024968_2	18A	7	103	322	-0.68	0.68	15.023
168024968_2	18A	8	383.4	350	0.095	0.087	1.744
168024968_2	18A	9	461.9	393	0.175	0.149	3.333
168024968_2	18A	17	241	685	-0.648	0.648	20.634
168024968_2	18A	18	384.5	693	-0.445	0.445	13.291
168024968_2	18A	19	542.8	513	0.058	0.055	1.297
172844255_0	110B	7	893.1	2820	-0.683	0.683	44.72
172844255_0	110B	8	3233.9	3752	-0.138	0.138	8.766
172844255_0	110B	9	2649.9	2788	-0.05	0.05	2.648
172844255_0	110B	16	1610.9	2454	-0.344	0.344	18.701
172844255_0	110B	17	845.6	3321	-0.745	0.745	54.234
172844255_0	110B	18	2077	4034	-0.485	0.485	35.404
173294230_0	110A	7	369.1	2531	-0.854	0.854	56.773
173294230_0	110A	8	2900.1	2030	0.429	0.3	17.525
173294230_0	110A	9	2367	1754	0.349	0.259	13.504
173294230_0	110A	16	604.9	2198	-0.725	0.725	42.555
173294230_0	110A	17	658.4	3064	-0.785	0.785	55.761
173294230_0	110A	18	1571.3	3236	-0.514	0.514	33.955
176085737_2	9A	7	2282.8	3244	-0.296	0.296	18.285
176085737_2	9A	8	1609	3286	-0.51	0.51	33.898
176085737_2	9A	9	1760.2	3801	-0.537	0.537	38.702
176085737_2	9A	10	1695.8	2379	-0.287	0.287	15.136
176085737_2	9A	11	1447	2384	-0.393	0.393	21.409
176085737_2	9A	12	2188.1	2737	-0.201	0.201	11.061
176085737_2	9A	13	1778.8	2822	-0.37	0.37	21.75
176085737_2	9A	14	413.8	2327	-0.822	0.822	51.682
176085737_2	9A	15	596.4	2535	-0.765	0.765	48.993
176085737_2	9A	16	751.6	2282	-0.671	0.671	39.295
176085737_2	9A	17	1072.1	2824	-0.62	0.62	39.693
176085737_2	9A	18	1085.7	3204	-0.661	0.661	45.739
176085737_2	9A	19	1249.2	1992	-0.373	0.373	18.452
176085737_2	9A	20	1299.9	1562	-0.168	0.168	6.929
176085737_2	9A	21	888.7	1521	-0.416	0.416	18.216
177318238_0	102C	6	110	1024	-0.893	0.893	38.384
177318238_0	102C	7	1358.2	2943	-0.538	0.538	34.174
177318238_0	102C	8	3835.2	3484	0.101	0.092	5.805
177318238_0	102C	9	2772.5	2879	-0.037	0.037	2.003
177318238_0	102C	10	829.9	2402	-0.654	0.654	39.108
177318238_0	102C	11	896.2	2619	-0.658	0.658	41.094
177318238_0	102C	12	1115.1	2707	-0.588	0.588	36.415
177318238_0	102C	13	1621.5	2962	-0.453	0.453	28.002
177318238_0	102C	14	2723.6	3606	-0.245	0.245	15.685
177318238_0	102C	15	1074.8	3187	-0.663	0.663	45.757
177318238_0	102C	16	1017.6	3182	-0.68	0.68	47.233
177318238_0	102C	17	1417	3716	-0.619	0.619	45.38
177318238_0	102C	18	3104.3	2863	0.084	0.078	4.418
177318238_0	102C	19	4516.3	2818	0.603	0.376	28.045
177318238_0	102C	20	2645.9	2298	0.151	0.131	6.997
177318238_0	102C	21	1993.5	1966	0.014	0.014	0.618
185966977_2	121A	7	2567	3074	-0.165	0.165	9.547
185966977_2	121A	8	3651.7	2800	0.304	0.233	14.996
185966977_2	121A	9	2304.6	2227	0.035	0.034	1.63
185966977_2	121A	16	315	1753	-0.82	0.82	44.72
185966977_2	121A	17	600.9	1952	-0.692	0.692	37.817
185966977_2	121A	18	1032	2062	-0.5	0.5	26.187
198197233_1	28A	7	920	809	0.137	0.121	3.775
198197233_1	28A	8	3328.1	790	3.213	0.763	55.934
198197233_1	28A	9	2730.4	944	1.892	0.654	41.677
198197233_1	28A	16	820	1241	-0.339	0.339	13.115
198197233_1	28A	17	763.9	1904	-0.599	0.599	31.216
198197233_1	28A	18	1878.3	2561	-0.267	0.267	14.491
203830401_0	2A	7	321.5	1391	-0.769	0.769	36.549
203830401_0	2A	8	810.3	1219	-0.335	0.335	12.831
203830401_0	2A	9	634.2	1065	-0.405	0.405	14.78
203830401_0	2A	16	150.3	998	-0.849	0.849	35.378
203830401_0	2A	17	850	1116	-0.238	0.238	8.484
203830401_0	2A	18	1084	1037	0.045	0.043	1.443
218949798_0	37B	7	3442.2	2674	0.287	0.223	13.891
218949798_0	37B	8	4087.3	1822	1.243	0.554	41.675
218949798_0	37B	9	1598.3	1687	-0.053	0.053	2.189
218949798_0	37B	17	0	2278	-1	1	67.498
218949798_0	37B	18	462.3	2275	-0.797	0.797	48.998
219319873_0	37C	7	98.2	2584	-0.962	0.962	67.879
219319873_0	37C	8	672.5	2196	-0.694	0.694	40.228
219319873_0	37C	9	437.8	1821	-0.76	0.76	41.159
219319873_0	37C	17	1427.3	2937	-0.514	0.514	32.318
219319873_0	37C	18	3925.1	3282	0.196	0.164	10.713
231442865_0	37D	7	0	196	-1	1	19.799
231442865_0	37D	8	0	145	-1	1	17.029
231442865_0	37D	9	0	190	-1	1	19.494
231442865_0	37D	17	0	259	-1	1	22.76
231442865_0	37D	18	0	302	-1	1	24.576
232285691_0	47A	7	595.4	1059	-0.438	0.438	16.119
232285691_0	47A	8	2085.1	1202	0.735	0.424	21.783
232285691_0	47A	9	1109.4	1107	0.002	0.002	0.072
232285691_0	47A	16	90	696	-0.871	0.871	30.569
232285691_0	47A	17	1119.8	915	0.224	0.183	6.421
232285691_0	47A	18	1276.5	738	0.73	0.422	16.967
232666440_0	102B	6	299.7	1701	-0.824	0.824	44.305
232666440_0	102B	7	2775	2888	-0.039	0.039	2.124
232666440_0	102B	8	4698.4	2766	0.699	0.411	31.631
232666440_0	102B	9	3619.8	2486	0.456	0.313	20.52
232666440_0	102B	10	3855.9	2561	0.506	0.336	22.861
232666440_0	102B	11	3070.6	2045	0.502	0.334	20.279
232666440_0	102B	12	3154.3	2273	0.388	0.279	16.918
232666440_0	102B	13	1984.2	2027	-0.021	0.021	0.956
232666440_0	102B	14	1357.7	2326	-0.416	0.416	22.562
232666440_0	102B	15	1060.8	2319	-0.543	0.543	30.607
232666440_0	102B	16	1421.3	2319	-0.387	0.387	20.758
232666440_0	102B	17	1256.8	3127	-0.598	0.598	39.946
232666440_0	102B	18	1975	2820	-0.3	0.3	17.257
232666440_0	102B	19	3143.3	2471	0.272	0.214	12.689
232666440_0	102B	20	1446	1850	-0.218	0.218	9.952
232666440_0	102B	21	854.2	1149	-0.257	0.257	9.315
247127656_2	34A	7	474.7	1115	-0.574	0.574	22.711
247127656_2	34A	8	787.9	986	-0.201	0.201	6.652
247127656_2	34A	9	699.2	882	-0.207	0.207	6.501
247127656_2	34A	16	609.7	942	-0.353	0.353	11.93
247127656_2	34A	17	798.8	1178	-0.322	0.322	12.062
247127656_2	34A	18	887.4	1384	-0.359	0.359	14.736
253155021_1	LC1B	7	810	971	-0.166	0.166	5.395
253155021_1	LC1B	8	500	1046	-0.522	0.522	19.638
253155021_1	LC1B	9	240	1101	-0.782	0.782	33.251
253155021_1	LC1B	10	250	1000	-0.75	0.75	30
253155021_1	LC1B	11	0	884	-1	1	42.048
253155021_1	LC1B	12	60	852	-0.93	0.93	37.089
253155021_1	LC1B	13	0	1125	-1	1	47.434
253155021_1	LC1B	14	0	1036	-1	1	45.519
253155021_1	LC1B	15	0	1036	-1	1	45.519
253155021_1	LC1B	16	20	939	-0.979	0.979	41.968
253155021_1	LC1B	17	0	1335	-1	1	51.672
254882882_0	19A	7	282.6	523	-0.46	0.46	11.978
254882882_0	19A	8	737.6	562	0.312	0.238	6.889
254882882_0	19A	9	515.9	560	-0.079	0.079	1.901
254882882_0	19A	16	272.3	607	-0.551	0.551	15.963
254882882_0	19A	17	492.4	962	-0.488	0.488	17.414
254882882_0	19A	18	1038.6	962	0.08	0.074	2.422
312827973_2	LC3A	7	0	11	-1	1	4.69
312827973_2	LC3A	8	0	10	-1	1	4.472
312827973_2	LC3A	9	0	19	-1	1	6.164
312827973_2	LC3A	10	0	10	-1	1	4.472
312827973_2	LC3A	11	0	19	-1	1	6.164
312827973_2	LC3A	12	0	28	-1	1	7.483
312827973_2	LC3A	13	0	10	-1	1	4.472
312827973_2	LC3A	14	0	20	-1	1	6.325
312827973_2	LC3A	15	0	18	-1	1	6
312827973_2	LC3A	16	0	15	-1	1	5.477
312827973_2	LC3A	17	0	17	-1	1	5.831
319339783_0	5A	7	0	237	-1	1	21.772
319339783_0	5A	8	30	175	-0.829	0.829	14.322
319339783_0	5A	9	0	175	-1	1	18.708
319339783_0	5A	16	0	249	-1	1	22.316
319339783_0	5A	17	0	401	-1	1	28.32
319339783_0	5A	18	110	428	-0.743	0.743	19.389
319339783_0_r	5B	7	30	422	-0.929	0.929	26.075
319339783_0_r	5B	8	300	352	-0.148	0.148	2.88
319339783_0_r	5B	9	296.3	215	0.378	0.274	5.085
319339783_0_r	5B	16	0	198	-1	1	19.9
319339783_0_r	5B	17	0	308	-1	1	24.819
319339783_0_r	5B	18	0	301	-1	1	24.536
356041100_0	LC3B	7	0	15	-1	1	5.477
356041100_0	LC3B	8	0	7	-1	1	3.742
356041100_0	LC3B	9	0	20	-1	1	6.325
356041100_0	LC3B	10	0	13	-1	1	5.099
356041100_0	LC3B	11	0	10	-1	1	4.472
356041100_0	LC3B	12	0	21	-1	1	6.481
356041100_0	LC3B	13	0	10	-1	1	4.472
356041100_0	LC3B	14	0	14	-1	1	5.292
356041100_0	LC3B	15	0	11	-1	1	4.69
356041100_0	LC3B	16	20	11	0.818	0.45	2.286
356041100_0	LC3B	17	0	17	-1	1	5.831
35893653_0	17A	6	1042.5	4778	-0.782	0.782	69.244
35893653_0	17A	7	9890.3	6339	0.56	0.359	39.423
35893653_0	17A	8	10818	6768	0.598	0.374	43.19
35893653_0	17A	9	9498.7	5608	0.694	0.41	44.767
35893653_0	17A	10	10629.8	5244	1.027	0.507	60.454
35893653_0	17A	11	10713.2	5359	0.999	0.5	59.727
35893653_0	17A	12	9866.2	5995	0.646	0.392	43.47
35893653_0	17A	13	5045.9	6582	-0.233	0.233	20.146
35893653_0	17A	14	3216.5	5136	-0.374	0.374	29.703
35893653_0	17A	15	2226.1	5072	-0.561	0.561	47.112
35893653_0	17A	16	2000.8	5268	-0.62	0.62	54.195
35893653_0	17A	17	2335.5	5675	-0.588	0.588	52.768
35893653_0	17A	18	3018.6	6276	-0.519	0.519	47.783
35893653_0	17A	19	4499.6	5314	-0.153	0.153	11.626
35893653_0	17A	20	2143.9	4298	-0.501	0.501	37.955
35893653_0	17A	21	1804	3664	-0.508	0.508	35.572
35893655_0	17B	6	230	2137	-0.892	0.892	55.433
35893655_0	17B	7	1867.2	5815	-0.679	0.679	63.698
35893655_0	17B	8	4844.2	4951	-0.022	0.022	1.526
35893655_0	17B	9	2684.3	4723	-0.432	0.432	33.5
35893655_0	17B	10	1864.6	6322	-0.705	0.705	69.67
35893655_0	17B	11	2220.5	5966	-0.628	0.628	58.543
35893655_0	17B	12	1756	5852	-0.7	0.7	66.411
35893655_0	17B	13	3072.3	5577	-0.449	0.449	38.087
35893655_0	17B	14	4392.4	6639	-0.338	0.338	30.25
35893655_0	17B	15	2317	6939	-0.666	0.666	67.941
35893655_0	17B	16	2666.7	6436	-0.586	0.586	55.872
35893655_0	17B	17	5042.2	7224	-0.302	0.302	27.86
35893655_0	17B	18	9428.6	8126	0.16	0.138	13.904
35893655_0	17B	19	10924.1	8331	0.311	0.237	26.428
35893655_0	17B	20	11167.3	5903	0.892	0.471	56.982
35893655_0	17B	21	4925.1	5802	-0.151	0.151	11.974
35893748_0	LC6A	7	730	903	-0.192	0.192	6.054
35893748_0	LC6A	8	1177.3	697	0.689	0.408	15.689
35893748_0	LC6A	9	240	660	-0.636	0.636	19.799
35893748_0	LC6A	10	0	687	-1	1	37.068
35893748_0	LC6A	11	30	538	-0.944	0.944	30.144
35893748_0	LC6A	12	190	704	-0.73	0.73	24.311
35893748_0	LC6A	13	240	762	-0.685	0.685	23.321
35893748_0	LC6A	14	0	691	-1	1	37.175
35893748_0	LC6A	15	210	712	-0.705	0.705	23.38
35893748_0	LC6A	16	120	556	-0.784	0.784	23.715
35893748_0	LC6A	17	300	859	-0.651	0.651	23.221
35897292_0	49C	6	0	1274	-1	1	50.478
35897292_0	49C	7	78.9	2686	-0.971	0.971	70.119
35897292_0	49C	8	758.7	2366	-0.679	0.679	40.664
35897292_0	49C	9	215.7	2099	-0.897	0.897	55.359
35897292_0	49C	10	442	1947	-0.773	0.773	43.546
35897292_0	49C	11	166.6	2152	-0.923	0.923	58.311
35897292_0	49C	12	213	2508	-0.915	0.915	62.22
35897292_0	49C	13	859.9	2252	-0.618	0.618	35.292
35897292_0	49C	14	841.3	2344	-0.641	0.641	37.654
35897292_0	49C	15	973.4	2460	-0.604	0.604	35.88
35897292_0	49C	16	781.4	4551	-0.828	0.828	73.004
35897292_0	49C	17	1644.4	4670	-0.648	0.648	53.847
35897292_0	49C	18	3595	3019	0.191	0.16	10.016
35897292_0	49C	19	3176	2363	0.344	0.256	15.449
35897292_0	49C	20	2146.9	1978	0.085	0.079	3.719
35897292_0	49C	21	1632.7	2147	-0.24	0.24	11.83
365923813_1	SL5B	6	90	825	-0.891	0.891	34.363
365923813_1	SL5B	7	735.7	841	-0.125	0.125	3.75
365923813_1	SL5B	8	1178.9	736	0.602	0.376	14.314
365923813_1	SL5B	9	222.7	811	-0.725	0.725	25.877
365923813_1	SL5B	10	0	715	-1	1	37.815
365923813_1	SL5B	11	30	837	-0.964	0.964	38.76
365923813_1	SL5B	12	208.5	698	-0.701	0.701	22.992
365923813_1	SL5B	13	221.5	840	-0.736	0.736	26.847
365923813_1	SL5B	14	0	786	-1	1	39.648
365923813_1	SL5B	15	210	780	-0.731	0.731	25.62
365923813_1	SL5B	16	120	832	-0.856	0.856	32.634
365923813_1	SL5B	17	300	837	-0.642	0.642	22.522
365923813_1	SL5B	18	206.1	844	-0.756	0.756	27.839
365923813_1	SL5B	19	63.9	678	-0.906	0.906	31.885
385774390_1	2B	7	280	641	-0.563	0.563	16.823
385774390_1	2B	8	1286.7	660	0.95	0.487	20.087
385774390_1	2B	9	1151.7	792	0.454	0.312	11.538
385774390_1	2B	16	213.1	1090	-0.804	0.804	34.354
385774390_1	2B	17	566.7	1428	-0.603	0.603	27.273
385774390_1	2B	18	961.2	1543	-0.377	0.377	16.442
413762920_0	37A	7	535.8	984	-0.455	0.455	16.259
413762920_0	37A	8	654.5	610	0.073	0.068	1.77
413762920_0	37A	9	69.1	505	-0.863	0.863	25.728
413762920_0	37A	17	230.2	528	-0.564	0.564	15.295
