Link Id	Count Station Id	Hour	MATSIM volumes	Count volumes	Relative Error	Normalized Relative Error	GEH
1037015119_2	49A	10	454.6	836	-0.456	0.456	15.014
1037015119_2	49A	11	19.2	890	-0.978	0.978	40.842
1037015119_2	49A	12	0	1057	-1	1	45.978
1037015119_2	49A	13	189.7	931	-0.796	0.796	31.316
1037015119_2	49A	14	156.9	929	-0.831	0.831	33.136
1037015119_2	49A	15	53	1240	-0.957	0.957	46.684
1037015119_2	49A	16	164.5	1185	-0.861	0.861	39.286
1037015119_2	49A	17	208	1726	-0.879	0.879	48.816
1037015119_2	49A	18	408.7	1514	-0.73	0.73	35.648
1037015119_2	49A	19	1030.8	968	0.065	0.061	1.987
1037015119_2	49A	20	761.7	624	0.221	0.181	5.231
1037015119_2	49A	21	621.5	453	0.372	0.271	7.27
1041510116_0	LC2A	7	0	37	-1	1	8.602
1041510116_0	LC2A	8	0	33	-1	1	8.124
1041510116_0	LC2A	9	90.8	25	2.632	0.725	8.647
1041510116_0	LC2A	10	99.2	26	2.815	0.738	9.252
1041510116_0	LC2A	11	20	35	-0.429	0.429	2.86
1041510116_0	LC2A	12	80	38	1.105	0.525	5.468
1041510116_0	LC2A	13	0	11	-1	1	4.69
1041510116_0	LC2A	14	90.7	34	1.668	0.625	7.181
1041510116_0	LC2A	15	109.3	32	2.416	0.707	9.197
1041510116_0	LC2A	16	0	23	-1	1	6.782
1041510116_0	LC2A	17	60	70	-0.143	0.143	1.24
1041510116_0_r	LC2B	7	230	59	2.898	0.743	14.225
1041510116_0_r	LC2B	8	60	37	0.622	0.383	3.303
1041510116_0_r	LC2B	9	0	32	-1	1	8
1041510116_0_r	LC2B	10	0	31	-1	1	7.874
1041510116_0_r	LC2B	11	0	44	-1	1	9.381
1041510116_0_r	LC2B	12	60	44	0.364	0.267	2.219
1041510116_0_r	LC2B	13	0	15	-1	1	5.477
1041510116_0_r	LC2B	14	0	20	-1	1	6.325
1041510116_0_r	LC2B	15	0	25	-1	1	7.071
1041510116_0_r	LC2B	16	80	20	3	0.75	8.485
1041510116_0_r	LC2B	17	0	48	-1	1	9.798
109598310_0	34B	7	934.3	1295	-0.279	0.279	10.804
109598310_0	34B	8	3407.6	920	2.704	0.73	53.478
109598310_0	34B	9	1297.7	950	0.366	0.268	10.372
109598310_0	34B	16	450	813	-0.446	0.446	14.445
109598310_0	34B	17	456.3	1282	-0.644	0.644	28.008
109598310_0	34B	18	1184.3	761	0.556	0.357	13.573
120044580_2	26B	7	2196.3	1878	0.169	0.145	7.052
120044580_2	26B	8	3032.1	1528	0.984	0.496	31.5
120044580_2	26B	9	2707.8	1330	1.036	0.509	30.664
120044580_2	26B	16	0	945	-1	1	43.474
120044580_2	26B	17	100	1084	-0.908	0.908	40.442
120044580_2	26B	18	178.2	1561	-0.886	0.886	46.892
120044580_2_r	26A	7	110	843	-0.87	0.87	33.579
120044580_2_r	26A	8	415.3	900	-0.539	0.539	18.901
120044580_2_r	26A	9	331.8	921	-0.64	0.64	23.542
120044580_2_r	26A	16	240	1255	-0.809	0.809	37.124
120044580_2_r	26A	17	289.4	1756	-0.835	0.835	45.86
120044580_2_r	26A	18	1559	1656	-0.059	0.059	2.419
120243725_0	123A	7	0	289	-1	1	24.042
120243725_0	123A	8	111.9	475	-0.764	0.764	21.196
120243725_0	123A	9	116.8	377	-0.69	0.69	16.559
120243725_0	123A	16	90	663	-0.864	0.864	29.531
120243725_0	123A	17	185.2	546	-0.661	0.661	18.87
120243725_0	123A	18	11	627	-0.982	0.982	34.489
120243725_0_r	123B	7	407.8	1054	-0.613	0.613	23.902
120243725_0_r	123B	8	427.6	989	-0.568	0.568	21.094
120243725_0_r	123B	9	315.5	830	-0.62	0.62	21.498
120243725_0_r	123B	16	0.2	660	-1	1	36.315
120243725_0_r	123B	17	0	777	-1	1	39.421
120243725_0_r	123B	18	20	802	-0.975	0.975	38.573
121677887_0	8A	7	1540	4925	-0.687	0.687	59.537
121677887_0	8A	8	5651.3	3848	0.469	0.319	26.166
121677887_0	8A	9	4722.3	3759	0.256	0.204	14.793
121677887_0	8A	16	926.1	3510	-0.736	0.736	54.864
121677887_0	8A	17	1813.6	5002	-0.637	0.637	54.618
121677887_0	8A	18	3130.9	5627	-0.444	0.444	37.72
121677894_0	8B	7	1832.6	3217	-0.43	0.43	27.552
121677894_0	8B	8	4508.2	3105	0.452	0.311	22.743
121677894_0	8B	9	2736.3	2589	0.057	0.054	2.855
121677894_0	8B	16	2165.4	3059	-0.292	0.292	17.484
121677894_0	8B	17	2076.2	4373	-0.525	0.525	40.447
121677894_0	8B	18	4381.2	3876	0.13	0.115	7.863
126161931_0	11A	7	260	195	0.333	0.25	4.309
126161931_0	11A	8	584	317	0.842	0.457	12.58
126161931_0	11A	9	395.6	334	0.184	0.156	3.225
126161931_0	11A	16	184.9	509	-0.637	0.637	17.4
126161931_0	11A	17	267.9	640	-0.581	0.581	17.464
126161931_0	11A	18	229.7	660	-0.652	0.652	20.402
126161931_0_r	11B	7	436.7	640	-0.318	0.318	8.762
126161931_0_r	11B	8	656.9	600	0.095	0.087	2.27
126161931_0_r	11B	9	557	579	-0.038	0.038	0.923
126161931_0_r	11B	16	250	452	-0.447	0.447	10.782
126161931_0_r	11B	17	384.3	442	-0.131	0.131	2.839
126161931_0_r	11B	18	467.9	477	-0.019	0.019	0.419
141770194_0	42B	7	90.4	582	-0.845	0.845	26.811
141770194_0	42B	8	389.8	552	-0.294	0.294	7.475
141770194_0	42B	9	190.2	400	-0.525	0.525	12.213
141770194_0	42B	16	0	1006	-1	1	44.855
141770194_0	42B	17	143	1145	-0.875	0.875	39.484
141770194_0	42B	18	922	1162	-0.207	0.207	7.435
158803813_0	49B	6	1274.8	2078	-0.387	0.387	19.617
158803813_0	49B	7	3340.2	3279	0.019	0.018	1.064
158803813_0	49B	8	3789.3	2656	0.427	0.299	19.964
158803813_0	49B	9	2567.3	2239	0.147	0.128	6.697
158803813_0	49B	10	1008.4	2384	-0.577	0.577	33.401
158803813_0	49B	11	326.7	2544	-0.872	0.872	58.526
158803813_0	49B	12	500	2587	-0.807	0.807	53.121
158803813_0	49B	13	426.1	3066	-0.861	0.861	63.177
158803813_0	49B	14	770	2868	-0.732	0.732	49.191
158803813_0	49B	15	1179.7	4224	-0.721	0.721	58.568
158803813_0	49B	16	209.5	3886	-0.946	0.946	81.245
158803813_0	49B	17	572.7	4072	-0.859	0.859	72.613
158803813_0	49B	18	853.8	2836	-0.699	0.699	46.149
158803813_0	49B	19	1607.6	2278	-0.294	0.294	15.21
158803813_0	49B	20	383.4	1765	-0.783	0.783	42.154
158803813_0	49B	21	522.6	1499	-0.651	0.651	30.711
159453123_0	9B	7	1446.2	2590	-0.442	0.442	25.461
159453123_0	9B	8	2418.9	2170	0.115	0.103	5.196
159453123_0	9B	9	1064.6	1754	-0.393	0.393	18.364
159453123_0	9B	10	863.2	1402	-0.384	0.384	16.01
159453123_0	9B	11	1059.2	1545	-0.314	0.314	13.463
159453123_0	9B	12	311.4	1551	-0.799	0.799	40.622
159453123_0	9B	13	818.9	1707	-0.52	0.52	24.99
159453123_0	9B	14	1438.1	1609	-0.106	0.106	4.378
159453123_0	9B	15	685.7	1382	-0.504	0.504	21.655
159453123_0	9B	16	1005.2	1443	-0.303	0.303	12.513
159453123_0	9B	17	907.9	1606	-0.435	0.435	19.691
159453123_0	9B	18	1503.4	1280	0.175	0.149	5.988
159453123_0	9B	19	1853.2	1139	0.627	0.385	18.465
159453123_0	9B	20	1257.4	1132	0.111	0.1	3.628
159453123_0	9B	21	755.8	847	-0.108	0.108	3.222
160295212_1	52A	7	110	480	-0.771	0.771	21.542
160295212_1	52A	8	616.9	455	0.356	0.262	6.993
160295212_1	52A	9	358.9	472	-0.24	0.24	5.549
160295212_1	52A	16	547.1	749	-0.27	0.27	7.931
160295212_1	52A	17	415.5	873	-0.524	0.524	18.025
160295212_1	52A	18	879	927	-0.052	0.052	1.597
160295212_1_r	52B	7	895.7	1215	-0.263	0.263	9.829
160295212_1_r	52B	8	1094.8	1118	-0.021	0.021	0.697
160295212_1_r	52B	9	1273	1086	0.172	0.147	5.445
160295212_1_r	52B	16	547.2	906	-0.396	0.396	13.311
160295212_1_r	52B	17	361.3	965	-0.626	0.626	23.443
160295212_1_r	52B	18	430.7	1097	-0.607	0.607	24.108
166341477_0	105B	7	344.9	610	-0.435	0.435	12.132
166341477_0	105B	8	892.6	560	0.594	0.373	12.341
166341477_0	105B	9	843.9	592	0.426	0.298	9.401
166341477_0	105B	16	617	980	-0.37	0.37	12.846
166341477_0	105B	17	445.5	1321	-0.663	0.663	29.459
166341477_0	105B	18	1037.2	1297	-0.2	0.2	7.605
166341480_0	105A	7	1297.7	1141	0.137	0.121	4.488
166341480_0	105A	8	1825.4	1056	0.729	0.421	20.271
166341480_0	105A	9	1028.4	793	0.297	0.229	7.8
166341480_0	105A	16	411.3	700	-0.412	0.412	12.247
166341480_0	105A	17	846.1	750	0.128	0.114	3.402
166341480_0	105A	18	1182	745	0.587	0.37	14.078
166974547_0	50B	7	973.2	1038	-0.062	0.062	2.043
166974547_0	50B	8	1019.4	1128	-0.096	0.096	3.314
166974547_0	50B	9	315.9	1031	-0.694	0.694	27.556
166974547_0	50B	16	670.8	1059	-0.367	0.367	13.2
166974547_0	50B	17	537.7	1177	-0.543	0.543	21.834
166974547_0	50B	18	1101.3	1195	-0.078	0.078	2.765
166974547_0_r	50A	7	251.4	446	-0.436	0.436	10.421
166974547_0_r	50A	8	886.6	420	1.111	0.526	18.255
166974547_0_r	50A	9	1234.5	584	1.114	0.527	21.573
166974547_0_r	50A	16	183.8	696	-0.736	0.736	24.421
166974547_0_r	50A	17	184	881	-0.791	0.791	30.205
166974547_0_r	50A	18	115.7	836	-0.862	0.862	33.02
167874801_0	129A	7	751	960	-0.218	0.218	7.146
167874801_0	129A	8	789	812	-0.028	0.028	0.813
167874801_0	129A	9	719.8	733	-0.018	0.018	0.49
167874801_0	129A	16	667.6	839	-0.204	0.204	6.245
167874801_0	129A	17	825.9	1164	-0.29	0.29	10.719
167874801_0	129A	18	737.5	1325	-0.443	0.443	18.295
167932461_0	35B	7	1838	682	1.695	0.629	32.567
167932461_0	35B	8	1035	472	1.193	0.544	20.51
167932461_0	35B	9	877.5	423	1.074	0.518	17.824
167932461_0	35B	16	845.9	296	1.858	0.65	23.014
167932461_0	35B	17	806	456	0.768	0.434	13.933
167932461_0	35B	18	1624.5	483	2.363	0.703	35.165
167934489_6	55A	7	715.7	1555	-0.54	0.54	24.909
167934489_6	55A	8	1264.5	1272	-0.006	0.006	0.211
167934489_6	55A	9	1528.6	1315	0.162	0.14	5.665
167934489_6	55A	16	419.1	1459	-0.713	0.713	33.935
167934489_6	55A	17	432.8	1853	-0.766	0.766	42.009
167934489_6	55A	18	275.7	1950	-0.859	0.859	50.19
168024956_3	18B	7	397.1	651	-0.39	0.39	11.091
168024956_3	18B	8	260.9	497	-0.475	0.475	12.128
168024956_3	18B	9	8.9	373	-0.976	0.976	26.349
168024956_3	18B	17	133.5	727	-0.816	0.816	28.613
168024956_3	18B	18	236.7	776	-0.695	0.695	23.967
168024956_3	18B	19	134.8	486	-0.723	0.723	19.934
168024968_2	18A	7	114.1	322	-0.646	0.646	14.079
168024968_2	18A	8	361.6	350	0.033	0.032	0.615
168024968_2	18A	9	472.6	393	0.203	0.168	3.826
168024968_2	18A	17	369.5	685	-0.461	0.461	13.74
168024968_2	18A	18	349.5	693	-0.496	0.496	15.045
168024968_2	18A	19	518.1	513	0.01	0.01	0.225
172844255_0	110B	7	820.9	2820	-0.709	0.709	46.854
172844255_0	110B	8	3266.5	3752	-0.129	0.129	8.196
172844255_0	110B	9	2678.1	2788	-0.039	0.039	2.102
172844255_0	110B	16	1545.8	2454	-0.37	0.37	20.308
172844255_0	110B	17	854.3	3321	-0.743	0.743	53.987
172844255_0	110B	18	2094.4	4034	-0.481	0.481	35.039
173294230_0	110A	7	439.7	2531	-0.826	0.826	54.263
173294230_0	110A	8	2846.9	2030	0.402	0.287	16.543
173294230_0	110A	9	2349	1754	0.339	0.253	13.137
173294230_0	110A	16	633.5	2198	-0.712	0.712	41.58
173294230_0	110A	17	655.1	3064	-0.786	0.786	55.862
173294230_0	110A	18	1522.2	3236	-0.53	0.53	35.136
176085737_2	9A	7	2206.9	3244	-0.32	0.32	19.866
176085737_2	9A	8	1669.4	3286	-0.492	0.492	32.477
176085737_2	9A	9	1973.7	3801	-0.481	0.481	34.006
176085737_2	9A	10	1721.1	2379	-0.277	0.277	14.53
176085737_2	9A	11	1034.5	2384	-0.566	0.566	32.641
176085737_2	9A	12	2125.6	2737	-0.223	0.223	12.4
176085737_2	9A	13	1813.4	2822	-0.357	0.357	20.95
176085737_2	9A	14	460	2327	-0.802	0.802	50.014
176085737_2	9A	15	611	2535	-0.759	0.759	48.511
176085737_2	9A	16	742.6	2282	-0.675	0.675	39.585
176085737_2	9A	17	1072	2824	-0.62	0.62	39.695
176085737_2	9A	18	1130.2	3204	-0.647	0.647	44.548
176085737_2	9A	19	1328.3	1992	-0.333	0.333	16.289
176085737_2	9A	20	1225.9	1562	-0.215	0.215	9.002
176085737_2	9A	21	869.8	1521	-0.428	0.428	18.835
177318238_0	102C	6	80	1024	-0.922	0.922	40.179
177318238_0	102C	7	1281.3	2943	-0.565	0.565	36.157
177318238_0	102C	8	3791	3484	0.088	0.081	5.09
177318238_0	102C	9	2623.4	2879	-0.089	0.089	4.873
177318238_0	102C	10	800.5	2402	-0.667	0.667	40.022
177318238_0	102C	11	1071.2	2619	-0.591	0.591	36.033
177318238_0	102C	12	1058.2	2707	-0.609	0.609	38
177318238_0	102C	13	1668.9	2962	-0.437	0.437	26.873
177318238_0	102C	14	2819.6	3606	-0.218	0.218	13.874
177318238_0	102C	15	1050.3	3187	-0.67	0.67	46.421
177318238_0	102C	16	954.1	3182	-0.7	0.7	48.991
177318238_0	102C	17	1605.1	3716	-0.568	0.568	40.924
177318238_0	102C	18	3069.4	2863	0.072	0.067	3.79
177318238_0	102C	19	4577.6	2818	0.624	0.384	28.936
177318238_0	102C	20	2672.1	2298	0.163	0.14	7.504
177318238_0	102C	21	1934.7	1966	-0.016	0.016	0.709
185966977_2	121A	7	2564	3074	-0.166	0.166	9.606
185966977_2	121A	8	3639.9	2800	0.3	0.231	14.801
185966977_2	121A	9	2727.8	2227	0.225	0.184	10.062
185966977_2	121A	16	296.1	1753	-0.831	0.831	45.516
185966977_2	121A	17	587.8	1952	-0.699	0.699	38.282
185966977_2	121A	18	1045.5	2062	-0.493	0.493	25.788
198197233_1	28A	7	920	809	0.137	0.121	3.775
198197233_1	28A	8	3305.1	790	3.184	0.761	55.582
198197233_1	28A	9	2739.5	944	1.902	0.655	41.838
198197233_1	28A	16	829.9	1241	-0.331	0.331	12.776
198197233_1	28A	17	778.6	1904	-0.591	0.591	30.729
198197233_1	28A	18	1839.2	2561	-0.282	0.282	15.388
203830401_0	2A	7	328.4	1391	-0.764	0.764	36.241
203830401_0	2A	8	765.3	1219	-0.372	0.372	14.404
203830401_0	2A	9	576	1065	-0.459	0.459	17.071
203830401_0	2A	16	150	998	-0.85	0.85	35.395
203830401_0	2A	17	840	1116	-0.247	0.247	8.826
203830401_0	2A	18	1159.8	1037	0.118	0.106	3.705
218949798_0	37B	7	3342.4	2674	0.25	0.2	12.187
218949798_0	37B	8	4165.4	1822	1.286	0.563	42.829
218949798_0	37B	9	1607.8	1687	-0.047	0.047	1.951
218949798_0	37B	17	30	2278	-0.987	0.987	66.175
218949798_0	37B	18	507.6	2275	-0.777	0.777	47.383
219319873_0	37C	7	84.7	2584	-0.967	0.967	68.42
219319873_0	37C	8	703.4	2196	-0.68	0.68	39.202
219319873_0	37C	9	461.7	1821	-0.746	0.746	40.235
219319873_0	37C	17	1471.7	2937	-0.499	0.499	31.209
219319873_0	37C	18	3983.1	3282	0.214	0.176	11.633
231442865_0	37D	7	0	196	-1	1	19.799
231442865_0	37D	8	0	145	-1	1	17.029
231442865_0	37D	9	0	190	-1	1	19.494
231442865_0	37D	17	0	259	-1	1	22.76
231442865_0	37D	18	0	302	-1	1	24.576
232285691_0	47A	7	650.7	1059	-0.386	0.386	13.965
232285691_0	47A	8	2117.2	1202	0.761	0.432	22.465
232285691_0	47A	9	1227	1107	0.108	0.098	3.513
232285691_0	47A	16	94.6	696	-0.864	0.864	30.248
232285691_0	47A	17	1161.2	915	0.269	0.212	7.641
232285691_0	47A	18	1166.5	738	0.581	0.367	13.886
232666440_0	102B	6	327	1701	-0.808	0.808	43.149
232666440_0	102B	7	2765.4	2888	-0.042	0.042	2.306
232666440_0	102B	8	4283.4	2766	0.549	0.354	25.559
232666440_0	102B	9	3828.8	2486	0.54	0.351	23.897
232666440_0	102B	10	3405.8	2561	0.33	0.248	15.467
232666440_0	102B	11	2694.6	2045	0.318	0.241	13.344
232666440_0	102B	12	2719.9	2273	0.197	0.164	8.944
232666440_0	102B	13	1998.4	2027	-0.014	0.014	0.637
232666440_0	102B	14	1128.6	2326	-0.515	0.515	28.811
232666440_0	102B	15	1090.6	2319	-0.53	0.53	29.751
232666440_0	102B	16	1405	2319	-0.394	0.394	21.181
232666440_0	102B	17	1203.5	3127	-0.615	0.615	41.337
232666440_0	102B	18	1893.1	2820	-0.329	0.329	19.094
232666440_0	102B	19	2962.3	2471	0.199	0.166	9.426
232666440_0	102B	20	1531.7	1850	-0.172	0.172	7.741
232666440_0	102B	21	859	1149	-0.252	0.252	9.152
247127656_2	34A	7	479.1	1115	-0.57	0.57	22.524
247127656_2	34A	8	782.2	986	-0.207	0.207	6.854
247127656_2	34A	9	733.5	882	-0.168	0.168	5.225
247127656_2	34A	16	618.8	942	-0.343	0.343	11.569
247127656_2	34A	17	822.3	1178	-0.302	0.302	11.247
247127656_2	34A	18	863.2	1384	-0.376	0.376	15.537
253155021_1	LC1B	7	810	971	-0.166	0.166	5.395
253155021_1	LC1B	8	500	1046	-0.522	0.522	19.638
253155021_1	LC1B	9	240	1101	-0.782	0.782	33.251
253155021_1	LC1B	10	250	1000	-0.75	0.75	30
253155021_1	LC1B	11	0	884	-1	1	42.048
253155021_1	LC1B	12	60	852	-0.93	0.93	37.089
253155021_1	LC1B	13	0	1125	-1	1	47.434
253155021_1	LC1B	14	0	1036	-1	1	45.519
253155021_1	LC1B	15	0	1036	-1	1	45.519
253155021_1	LC1B	16	20	939	-0.979	0.979	41.968
253155021_1	LC1B	17	0	1335	-1	1	51.672
254882882_0	19A	7	269.2	523	-0.485	0.485	12.752
254882882_0	19A	8	707.2	562	0.258	0.205	5.764
254882882_0	19A	9	559.4	560	-0.001	0.001	0.025
254882882_0	19A	16	272.3	607	-0.551	0.551	15.963
254882882_0	19A	17	485.3	962	-0.496	0.496	17.721
254882882_0	19A	18	1143.7	962	0.189	0.159	5.6
312827973_2	LC3A	7	0	11	-1	1	4.69
312827973_2	LC3A	8	0	10	-1	1	4.472
312827973_2	LC3A	9	0	19	-1	1	6.164
312827973_2	LC3A	10	0	10	-1	1	4.472
312827973_2	LC3A	11	0	19	-1	1	6.164
312827973_2	LC3A	12	0	28	-1	1	7.483
312827973_2	LC3A	13	0	10	-1	1	4.472
312827973_2	LC3A	14	0	20	-1	1	6.325
312827973_2	LC3A	15	0	18	-1	1	6
312827973_2	LC3A	16	0	15	-1	1	5.477
312827973_2	LC3A	17	0	17	-1	1	5.831
319339783_0	5A	7	0	237	-1	1	21.772
319339783_0	5A	8	30	175	-0.829	0.829	14.322
319339783_0	5A	9	0	175	-1	1	18.708
319339783_0	5A	16	0	249	-1	1	22.316
319339783_0	5A	17	0	401	-1	1	28.32
319339783_0	5A	18	110	428	-0.743	0.743	19.389
319339783_0_r	5B	7	30	422	-0.929	0.929	26.075
319339783_0_r	5B	8	300	352	-0.148	0.148	2.88
319339783_0_r	5B	9	314.4	215	0.462	0.316	6.11
319339783_0_r	5B	16	0	198	-1	1	19.9
319339783_0_r	5B	17	0	308	-1	1	24.819
319339783_0_r	5B	18	0	301	-1	1	24.536
356041100_0	LC3B	7	0	15	-1	1	5.477
356041100_0	LC3B	8	0	7	-1	1	3.742
356041100_0	LC3B	9	0	20	-1	1	6.325
356041100_0	LC3B	10	0	13	-1	1	5.099
356041100_0	LC3B	11	0	10	-1	1	4.472
356041100_0	LC3B	12	0	21	-1	1	6.481
356041100_0	LC3B	13	0	10	-1	1	4.472
356041100_0	LC3B	14	0	14	-1	1	5.292
356041100_0	LC3B	15	0	11	-1	1	4.69
356041100_0	LC3B	16	20	11	0.818	0.45	2.286
356041100_0	LC3B	17	0	17	-1	1	5.831
35893653_0	17A	6	1045.7	4778	-0.781	0.781	69.166
35893653_0	17A	7	9896.9	6339	0.561	0.359	39.488
35893653_0	17A	8	10662.3	6768	0.575	0.365	41.715
35893653_0	17A	9	10215.1	5608	0.822	0.451	51.796
35893653_0	17A	10	10624.9	5244	1.026	0.506	60.408
35893653_0	17A	11	10191.1	5359	0.902	0.474	54.8
35893653_0	17A	12	9540.4	5995	0.591	0.372	40.227
35893653_0	17A	13	5311.7	6582	-0.193	0.193	16.473
35893653_0	17A	14	3320	5136	-0.354	0.354	27.929
35893653_0	17A	15	2223.8	5072	-0.562	0.562	47.157
35893653_0	17A	16	1936.3	5268	-0.632	0.632	55.512
35893653_0	17A	17	2328.1	5675	-0.59	0.59	52.909
35893653_0	17A	18	3013.9	6276	-0.52	0.52	47.864
35893653_0	17A	19	4457.3	5314	-0.161	0.161	12.257
35893653_0	17A	20	2187.3	4298	-0.491	0.491	37.066
35893653_0	17A	21	1808.2	3664	-0.506	0.506	35.478
35893655_0	17B	6	230	2137	-0.892	0.892	55.433
35893655_0	17B	7	1869.8	5815	-0.678	0.678	63.646
35893655_0	17B	8	4849.7	4951	-0.02	0.02	1.447
35893655_0	17B	9	2712	4723	-0.426	0.426	32.983
35893655_0	17B	10	1866	6322	-0.705	0.705	69.642
35893655_0	17B	11	2266.5	5966	-0.62	0.62	57.662
35893655_0	17B	12	1545.7	5852	-0.736	0.736	70.806
35893655_0	17B	13	3261.6	5577	-0.415	0.415	34.83
35893655_0	17B	14	4314.4	6639	-0.35	0.35	31.412
35893655_0	17B	15	2235.9	6939	-0.678	0.678	69.438
35893655_0	17B	16	2770.5	6436	-0.57	0.57	54.026
35893655_0	17B	17	5066.3	7224	-0.299	0.299	27.525
35893655_0	17B	18	9309.1	8126	0.146	0.127	12.671
35893655_0	17B	19	10961.3	8331	0.316	0.24	26.781
35893655_0	17B	20	11114.4	5903	0.883	0.469	56.497
35893655_0	17B	21	5052.1	5802	-0.129	0.129	10.179
35893748_0	LC6A	7	730	903	-0.192	0.192	6.054
35893748_0	LC6A	8	1075.8	697	0.543	0.352	12.723
35893748_0	LC6A	9	274.9	660	-0.583	0.583	17.812
35893748_0	LC6A	10	0	687	-1	1	37.068
35893748_0	LC6A	11	30	538	-0.944	0.944	30.144
35893748_0	LC6A	12	190	704	-0.73	0.73	24.311
35893748_0	LC6A	13	240	762	-0.685	0.685	23.321
35893748_0	LC6A	14	0	691	-1	1	37.175
35893748_0	LC6A	15	210	712	-0.705	0.705	23.38
35893748_0	LC6A	16	120	556	-0.784	0.784	23.715
35893748_0	LC6A	17	300	859	-0.651	0.651	23.221
35897292_0	49C	6	0	1274	-1	1	50.478
35897292_0	49C	7	60	2686	-0.978	0.978	70.87
35897292_0	49C	8	707.1	2366	-0.701	0.701	42.32
35897292_0	49C	9	236.9	2099	-0.887	0.887	54.487
35897292_0	49C	10	285.4	1947	-0.853	0.853	49.734
35897292_0	49C	11	66	2152	-0.969	0.969	62.64
35897292_0	49C	12	158.9	2508	-0.937	0.937	64.33
35897292_0	49C	13	900.6	2252	-0.6	0.6	34.038
35897292_0	49C	14	849.6	2344	-0.638	0.638	37.397
35897292_0	49C	15	905.5	2460	-0.632	0.632	37.895
35897292_0	49C	16	828.3	4551	-0.818	0.818	71.781
35897292_0	49C	17	1712	4670	-0.633	0.633	52.364
35897292_0	49C	18	3620	3019	0.199	0.166	10.431
35897292_0	49C	19	3043.4	2363	0.288	0.224	13.087
35897292_0	49C	20	2185	1978	0.105	0.095	4.537
35897292_0	49C	21	1847.8	2147	-0.139	0.139	6.695
365923813_1	SL5B	6	70	825	-0.915	0.915	35.69
365923813_1	SL5B	7	740	841	-0.12	0.12	3.592
365923813_1	SL5B	8	1070.6	736	0.455	0.313	11.133
365923813_1	SL5B	9	260.1	811	-0.679	0.679	23.805
365923813_1	SL5B	10	0	715	-1	1	37.815
365923813_1	SL5B	11	30	837	-0.964	0.964	38.76
365923813_1	SL5B	12	208.6	698	-0.701	0.701	22.986
365923813_1	SL5B	13	221.4	840	-0.736	0.736	26.853
365923813_1	SL5B	14	0	786	-1	1	39.648
365923813_1	SL5B	15	210	780	-0.731	0.731	25.62
365923813_1	SL5B	16	120	832	-0.856	0.856	32.634
365923813_1	SL5B	17	300	837	-0.642	0.642	22.522
365923813_1	SL5B	18	209.5	844	-0.752	0.752	27.646
365923813_1	SL5B	19	60.5	678	-0.911	0.911	32.135
385774390_1	2B	7	280	641	-0.563	0.563	16.823
385774390_1	2B	8	1262.3	660	0.913	0.477	19.428
385774390_1	2B	9	1140.3	792	0.44	0.305	11.205
385774390_1	2B	16	199.3	1090	-0.817	0.817	35.081
385774390_1	2B	17	570.5	1428	-0.6	0.6	27.127
385774390_1	2B	18	959.8	1543	-0.378	0.378	16.486
413762920_0	37A	7	604.2	984	-0.386	0.386	13.478
413762920_0	37A	8	722.3	610	0.184	0.155	4.351
413762920_0	37A	9	76.7	505	-0.848	0.848	25.114
